"book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTxtFrequency","originalWord","lemma","strong","alignmentsTotal","alignmentsTextFreqPeak","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"1co","1","4","3","τῷ Θεῷ",2,0,"to",1,0,"τῷ Θεῷ = to",1.7543859649122806,"Θεῷ","θεός","G23160",171,28.07017543859649,"For Θεῷ - Specific alignment ""τῷ Θεῷ = to"" used infrequently: 1.8% out of 171 total alignments, threshold 2.2% (8.0% of peak 28%)","","","",""
"1co","1","6","3","τοῦ Χριστοῦ",2,0,"about Christ",2,0,"τοῦ Χριστοῦ = about Christ",0.39215686274509803,"Χριστοῦ","χριστός","G55470",255,57.647058823529406,"For Χριστοῦ - Specific alignment ""τοῦ Χριστοῦ = about Christ"" used infrequently: 0.4% out of 255 total alignments, threshold 4.6% (8.0% of peak 58%)","","","",""
"1co","1","6","4","ἐβεβαιώθη",1,0,"has been confirmed as true",5,0,"ἐβεβαιώθη = has been confirmed as true",50.0,"ἐβεβαιώθη","βεβαιόω","G09500",2,50.0,"","","For ἐβεβαιώθη - Too many target language words in alignment: 5, threshold 5","",""
"1co","1","8","7","ἀνεγκλήτους",1,0,"so that you will be blameless",6,0,"ἀνεγκλήτους = so that you will be blameless",50.0,"ἀνεγκλήτους","ἀνέγκλητος","G04100",2,50.0,"","","For ἀνεγκλήτους - Too many target language words in alignment: 6, threshold 5","",""
"1co","10","12","3","βλεπέτω",1,0,"let him be careful that",5,0,"βλεπέτω = let him be careful that",33.33333333333333,"βλεπέτω","βλέπω","G09910",3,33.33333333333333,"","","For βλεπέτω - Too many target language words in alignment: 5, threshold 5","",""
"1co","10","13","27","τοῦ δύνασθαι",2,0,"so that you will be able",6,0,"τοῦ δύνασθαι = so that you will be able",11.11111111111111,"δύνασθαι","δύναμαι","G14100",9,33.33333333333333,"","","For δύνασθαι - Too many target language words in alignment: 6, threshold 5","",""
"1co","10","15","0","λέγω",1,0,"I speak",2,0,"λέγω = I speak",1.7777777777777777,"λέγω","λέγω","G30040",225,66.22222222222223,"For λέγω - Specific alignment ""λέγω = I speak"" used infrequently: 1.8% out of 225 total alignments, threshold 5.3% (8.0% of peak 66%)","","","",""
"1co","10","16","18","τοῦ σώματος",2,0,"in the body",3,0,"τοῦ σώματος = in the body",2.564102564102564,"σώματος","σῶμα","G49830",39,61.53846153846154,"For σώματος - Specific alignment ""τοῦ σώματος = in the body"" used infrequently: 2.6% out of 39 total alignments, threshold 4.9% (8.0% of peak 62%)","","","",""
"1co","10","26","4","Κυρίου",1,0,"Lord s",2,0,"Κυρίου = Lord s",1.65016501650165,"Κυρίου","κύριος","G29620",303,28.71287128712871,"For Κυρίου - Specific alignment ""Κυρίου = Lord s"" used infrequently: 1.7% out of 303 total alignments, threshold 2.3% (8.0% of peak 29%)","","","",""
"1co","10","26","8","αὐτῆς",1,0,"of it",2,0,"αὐτῆς = of it",1.7964071856287425,"αὐτῆς","αὐτός","G08460",167,64.07185628742515,"For αὐτῆς - Specific alignment ""αὐτῆς = of it"" used infrequently: 1.8% out of 167 total alignments, threshold 5.1% (8.0% of peak 64%)","","","",""
"1co","10","29","1","λέγω",1,0,"I mean",2,0,"λέγω = I mean",0.8888888888888888,"λέγω","λέγω","G30040",225,66.22222222222223,"For λέγω - Specific alignment ""λέγω = I mean"" used infrequently: 0.9% out of 225 total alignments, threshold 5.3% (8.0% of peak 66%)","","","",""
"1co","10","32","0","γίνεσθε",1,0,"Give",1,0,"γίνεσθε = Give",3.7037037037037033,"γίνεσθε","γίνομαι","G10960",27,48.148148148148145,"For γίνεσθε - Specific alignment ""γίνεσθε = Give"" used infrequently: 3.7% out of 27 total alignments, threshold 3.9% (8.0% of peak 48%)","","","",""
"1co","10","9","2","τὸν Κύριον",2,0,"Christ",1,0,"τὸν Κύριον = Christ",1.5384615384615385,"Κύριον","κύριος","G29620",65,63.07692307692307,"For Κύριον - Specific alignment ""τὸν Κύριον = Christ"" used infrequently: 1.5% out of 65 total alignments, threshold 5.0% (8.0% of peak 63%)","","","",""
"1co","10","9","7","ἐπείρασαν",1,0,"put him to the test",5,0,"ἐπείρασαν = put him to the test",50.0,"ἐπείρασαν","πειράζω","G39850",2,50.0,"","","For ἐπείρασαν - Too many target language words in alignment: 5, threshold 5","",""
"1co","11","10","5","ἐξουσίαν",1,0,"a symbol of authority",4,0,"ἐξουσίαν = a symbol of authority",1.7543859649122806,"ἐξουσίαν","ἐξουσία","G18490",57,54.385964912280706,"For ἐξουσίαν - Specific alignment ""ἐξουσίαν = a symbol of authority"" used infrequently: 1.8% out of 57 total alignments, threshold 4.4% (8.0% of peak 54%)","","","",""
"1co","11","13","2","ὑμῖν αὐτοῖς",2,0,"yourselves",1,0,"ὑμῖν αὐτοῖς = yourselves",0.18018018018018017,"αὐτοῖς","αὐτός","G08460",555,57.117117117117125,"For αὐτοῖς - Specific alignment ""ὑμῖν αὐτοῖς = yourselves"" used infrequently: 0.2% out of 555 total alignments, threshold 4.6% (8.0% of peak 57%)","","","",""
"1co","11","14","11","αὐτῷ",1,0,"for him",2,0,"αὐτῷ = for him",2.927400468384075,"αὐτῷ","αὐτός","G08460",854,41.92037470725995,"For αὐτῷ - Specific alignment ""αὐτῷ = for him"" used infrequently: 2.9% out of 854 total alignments, threshold 3.4% (8.0% of peak 42%)","","","",""
"1co","11","14","7","ἀνὴρ μὲν",2,0,"a man",2,0,"ἀνὴρ μὲν = a man",1.5873015873015872,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ἀνὴρ μὲν = a man"" used infrequently: 1.6% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","11","18","1","πρῶτον μὲν",2,0,"in the first place",4,0,"πρῶτον μὲν = in the first place",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""πρῶτον μὲν = in the first place"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","11","19","1","δεῖ",1,0,"there must",2,0,"δεῖ = there must",1.2658227848101267,"δεῖ","δέω","G12100",79,58.22784810126582,"For δεῖ - Specific alignment ""δεῖ = there must"" used infrequently: 1.3% out of 79 total alignments, threshold 4.7% (8.0% of peak 58%)","","","",""
"1co","11","20","5","τὸ αὐτὸ",2,0,"one place",2,0,"τὸ αὐτὸ = one place",1.3333333333333335,"αὐτὸ","αὐτός","G08460",75,26.666666666666668,"For αὐτὸ - Specific alignment ""τὸ αὐτὸ = one place"" used infrequently: 1.3% out of 75 total alignments, threshold 2.1% (8.0% of peak 27%)","","","",""
"1co","11","21","1","ἐν τῷ φαγεῖν",3,0,"when it is time to eat each",7,0,"ἐν τῷ φαγεῖν = when it is time to eat each",2.857142857142857,"φαγεῖν","ἐσθίω","G20680",35,68.57142857142857,"For φαγεῖν - Specific alignment ""ἐν τῷ φαγεῖν = when it is time to eat each"" used infrequently: 2.9% out of 35 total alignments, threshold 5.5% (8.0% of peak 69%)","For φαγεῖν - Too many original language words in alignment: 3, threshold 3","For φαγεῖν - Too many target language words in alignment: 7, threshold 5","",""
"1co","11","26","11","Κυρίου",1,0,"Lord s",2,0,"Κυρίου = Lord s",1.65016501650165,"Κυρίου","κύριος","G29620",303,28.71287128712871,"For Κυρίου - Specific alignment ""Κυρίου = Lord s"" used infrequently: 1.7% out of 303 total alignments, threshold 2.3% (8.0% of peak 29%)","","","",""
"1co","11","27","1","ὥστε",1,0,"therefore",1,0,"ὥστε = therefore",1.1904761904761905,"ὥστε","ὥστε","G56200",84,26.190476190476193,"For ὥστε - Specific alignment ""ὥστε = therefore"" used infrequently: 1.2% out of 84 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","11","32","10","τῷ κόσμῳ",2,0,"the world",2,0,"τῷ κόσμῳ = the world",2.7777777777777777,"κόσμῳ","κόσμος","G28890",36,69.44444444444444,"For κόσμῳ - Specific alignment ""τῷ κόσμῳ = the world"" used infrequently: 2.8% out of 36 total alignments, threshold 5.6% (8.0% of peak 69%)","","","",""
"1co","11","33","5","τὸ φαγεῖν",2,0,"eat",1,0,"τὸ φαγεῖν = eat",2.857142857142857,"φαγεῖν","ἐσθίω","G20680",35,68.57142857142857,"For φαγεῖν - Specific alignment ""τὸ φαγεῖν = eat"" used infrequently: 2.9% out of 35 total alignments, threshold 5.5% (8.0% of peak 69%)","","","",""
"1co","11","34","16","ὡς ἂν",2,0,"as soon as",3,0,"ὡς ἂν = as soon as",0.19646365422396855,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς ἂν = as soon as"" used infrequently: 0.2% out of 509 total alignments, threshold 3.1% (8.0% of peak 39%)","","","",""
"1co","11","7","1","ἀνὴρ μὲν",2,0,"a man",2,0,"ἀνὴρ μὲν = a man",1.5873015873015872,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ἀνὴρ μὲν = a man"" used infrequently: 1.6% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","12","10","7","διακρίσεις",1,0,"the ability to distinguish between",5,0,"διακρίσεις = the ability to distinguish between",50.0,"διακρίσεις","διάκρισις","G12530",2,50.0,"","","For διακρίσεις - Too many target language words in alignment: 5, threshold 5","",""
"1co","12","13","22","ἓν",1,0,"of one",2,0,"ἓν = of one",1.8867924528301887,"ἓν","εἷς","G15200",53,60.37735849056604,"For ἓν - Specific alignment ""ἓν = of one"" used infrequently: 1.9% out of 53 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"1co","12","19","5","ἓν",1,0,"same",1,0,"ἓν = same",1.8867924528301887,"ἓν","εἷς","G15200",53,60.37735849056604,"For ἓν - Specific alignment ""ἓν = same"" used infrequently: 1.9% out of 53 total alignments, threshold 4.8% (8.0% of peak 60%)","","","",""
"1co","12","2","4","ἔθνη",1,0,"pagans",1,0,"ἔθνη = pagans",1.8867924528301887,"ἔθνη","ἔθνος","G14840",53,43.39622641509434,"For ἔθνη - Specific alignment ""ἔθνη = pagans"" used infrequently: 1.9% out of 53 total alignments, threshold 3.5% (8.0% of peak 43%)","","","",""
"1co","12","2","9","ὡς ἂν",2,0,"in whatever ways",3,0,"ὡς ἂν = in whatever ways",0.19646365422396855,"ὡς","ὡς","G56130",509,39.09626719056975,"For ὡς - Specific alignment ""ὡς ἂν = in whatever ways"" used infrequently: 0.2% out of 509 total alignments, threshold 3.1% (8.0% of peak 39%)","","","",""
"1co","12","20","2","πολλὰ μὲν",2,0,"there are many",3,0,"πολλὰ μὲν = there are many",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""πολλὰ μὲν = there are many"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","12","21","2","οὐ δύναται δὲ",3,0,"cannot",1,0,"οὐ δύναται δὲ = cannot",1.2048192771084338,"δύναται","δύναμαι","G14100",83,27.710843373493976,"For δύναται - Specific alignment ""οὐ δύναται δὲ = cannot"" used infrequently: 1.2% out of 83 total alignments, threshold 2.2% (8.0% of peak 28%)","For δύναται - Too many original language words in alignment: 3, threshold 3","","",""
"1co","12","24","0","τὰ δὲ εὐσχήμονα",3,0,"but",1,0,"τὰ δὲ εὐσχήμονα = but",50.0,"εὐσχήμονα","εὐσχήμων","G21580",2,50.0,"","For εὐσχήμονα - Too many original language words in alignment: 3, threshold 3","","",""
"1co","12","24","2","τὰ δὲ εὐσχήμονα",3,0,"presentable members",2,0,"τὰ δὲ εὐσχήμονα = presentable members",50.0,"εὐσχήμονα","εὐσχήμων","G21580",2,50.0,"","For εὐσχήμονα - Too many original language words in alignment: 3, threshold 3","","",""
"1co","12","25","14","αὐτὸ",1,0,"same affection",2,0,"αὐτὸ = same affection",1.3333333333333335,"αὐτὸ","αὐτός","G08460",75,26.666666666666668,"For αὐτὸ - Specific alignment ""αὐτὸ = same affection"" used infrequently: 1.3% out of 75 total alignments, threshold 2.1% (8.0% of peak 27%)","","","",""
"1co","12","27","3","σῶμα",1,0,"the body",2,0,"σῶμα = the body",1.6666666666666667,"σῶμα","σῶμα","G49830",60,66.66666666666666,"For σῶμα - Specific alignment ""σῶμα = the body"" used infrequently: 1.7% out of 60 total alignments, threshold 5.3% (8.0% of peak 67%)","","","",""
"1co","12","29","6","προφῆται",1,0,"are prophets",2,0,"προφῆται = are prophets",4.761904761904762,"προφῆται","προφήτης","G43960",21,76.19047619047619,"For προφῆται - Specific alignment ""προφῆται = are prophets"" used infrequently: 4.8% out of 21 total alignments, threshold 6.1% (8.0% of peak 76%)","","","",""
"1co","12","3","17","Κύριος",1,0,"is Lord",2,0,"Κύριος = is Lord",1.4492753623188406,"Κύριος","κύριος","G29620",138,59.42028985507246,"For Κύριος - Specific alignment ""Κύριος = is Lord"" used infrequently: 1.4% out of 138 total alignments, threshold 4.8% (8.0% of peak 59%)","","","",""
"1co","12","5","6","αὐτὸς",1,0,"same",1,0,"αὐτὸς = same",2.7027027027027026,"αὐτὸς","αὐτός","G08460",148,45.94594594594595,"For αὐτὸς - Specific alignment ""αὐτὸς = same"" used infrequently: 2.7% out of 148 total alignments, threshold 3.7% (8.0% of peak 46%)","","","",""
"1co","12","6","6","αὐτὸς",1,0,"same",1,0,"αὐτὸς = same",2.7027027027027026,"αὐτὸς","αὐτός","G08460",148,45.94594594594595,"For αὐτὸς - Specific alignment ""αὐτὸς = same"" used infrequently: 2.7% out of 148 total alignments, threshold 3.7% (8.0% of peak 46%)","","","",""
"1co","12","8","1","ᾧ μὲν",2,0,"to one",2,0,"ᾧ μὲν = to one",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""ᾧ μὲν = to one"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","12","8","10","λόγος",1,0,"a to",2,1,"λόγος = a to",1.4285714285714286,"λόγος","λόγος","G30560",70,8.571428571428571,"","","","","For λόγος - Discontiguous target language alignment, extra words: 1, threshold 1"
"1co","12","8","6","λόγος",1,0,"a For",2,7,"λόγος = a For",1.4285714285714286,"λόγος","λόγος","G30560",70,8.571428571428571,"","","","","For λόγος - Discontiguous target language alignment, extra words: 7, threshold 1"
"1co","12","9","4","αὐτῷ",1,0,"same",1,0,"αὐτῷ = same",0.5854800936768151,"αὐτῷ","αὐτός","G08460",854,41.92037470725995,"For αὐτῷ - Specific alignment ""αὐτῷ = same"" used infrequently: 0.6% out of 854 total alignments, threshold 3.4% (8.0% of peak 42%)","","","",""
"1co","13","13","11","ἡ ἀγάπη",2,0,"is love",2,0,"ἡ ἀγάπη = is love",2.7777777777777777,"ἀγάπη","ἀγάπη","G00260",36,52.77777777777778,"For ἀγάπη - Specific alignment ""ἡ ἀγάπη = is love"" used infrequently: 2.8% out of 36 total alignments, threshold 4.2% (8.0% of peak 53%)","","","",""
"1co","13","13","7","ἀγάπη",1,0,"and love",2,0,"ἀγάπη = and love",2.7777777777777777,"ἀγάπη","ἀγάπη","G00260",36,52.77777777777778,"For ἀγάπη - Specific alignment ""ἀγάπη = and love"" used infrequently: 2.8% out of 36 total alignments, threshold 4.2% (8.0% of peak 53%)","","","",""
"1co","14","11","11","τῷ λαλοῦντι",2,0,"to the one who is speaking",6,0,"τῷ λαλοῦντι = to the one who is speaking",50.0,"λαλοῦντι","λαλέω","G29800",2,50.0,"","","For λαλοῦντι - Too many target language words in alignment: 6, threshold 5","",""
"1co","14","11","13","ὁ λαλῶν",2,0,"the one who is speaking",5,0,"ὁ λαλῶν = the one who is speaking",12.5,"λαλῶν","λαλέω","G29800",16,31.25,"","","For λαλῶν - Too many target language words in alignment: 5, threshold 5","",""
"1co","14","11","6","δύναμιν",1,0,"meaning",1,0,"δύναμιν = meaning",3.225806451612903,"δύναμιν","δύναμις","G14110",31,41.935483870967744,"For δύναμιν - Specific alignment ""δύναμιν = meaning"" used infrequently: 3.2% out of 31 total alignments, threshold 3.4% (8.0% of peak 42%)","","","",""
"1co","14","12","9","περισσεύητε",1,0,"you should cause them to abound",6,0,"περισσεύητε = you should cause them to abound",25.0,"περισσεύητε","περισσεύω","G40520",4,25.0,"","","For περισσεύητε - Too many target language words in alignment: 6, threshold 5","",""
"1co","14","14","6","ὁ δὲ νοῦς",3,0,"but",1,0,"ὁ δὲ νοῦς = but",25.0,"νοῦς","νοῦς","G35630",4,25.0,"","For νοῦς - Too many original language words in alignment: 3, threshold 3","","",""
"1co","14","14","8","ὁ δὲ νοῦς",3,0,"mind",1,0,"ὁ δὲ νοῦς = mind",25.0,"νοῦς","νοῦς","G35630",4,25.0,"","For νοῦς - Too many original language words in alignment: 3, threshold 3","","",""
"1co","14","15","14","Πνεύματι",1,0,"spirit",1,0,"Πνεύματι = spirit",2.5316455696202533,"Πνεύματι","πνεῦμα","G41510",79,37.9746835443038,"For Πνεύματι - Specific alignment ""Πνεύματι = spirit"" used infrequently: 2.5% out of 79 total alignments, threshold 3.0% (8.0% of peak 38%)","","","",""
"1co","14","15","5","Πνεύματι",1,0,"spirit",1,0,"Πνεύματι = spirit",2.5316455696202533,"Πνεύματι","πνεῦμα","G41510",79,37.9746835443038,"For Πνεύματι - Specific alignment ""Πνεύματι = spirit"" used infrequently: 2.5% out of 79 total alignments, threshold 3.0% (8.0% of peak 38%)","","","",""
"1co","14","16","12","τὸ ἀμήν",2,0,"Amen",1,0,"τὸ ἀμήν = Amen",3.225806451612903,"ἀμήν","ἀμήν","G02810",31,93.54838709677419,"For ἀμήν - Specific alignment ""τὸ ἀμήν = Amen"" used infrequently: 3.2% out of 31 total alignments, threshold 7.5% (8.0% of peak 94%)","","","",""
"1co","14","16","16","οἶδεν",1,0,"he",1,0,"οἶδεν = he",3.571428571428571,"οἶδεν","οἶδα","G14920",28,46.42857142857143,"For οἶδεν - Specific alignment ""οἶδεν = he"" used infrequently: 3.6% out of 28 total alignments, threshold 3.7% (8.0% of peak 46%)","","","",""
"1co","14","16","3","πνεύματι",1,0,"with the spirit",3,0,"πνεύματι = with the spirit",2.7777777777777777,"πνεύματι","πνεῦμα","G41510",36,47.22222222222222,"For πνεύματι - Specific alignment ""πνεύματι = with the spirit"" used infrequently: 2.8% out of 36 total alignments, threshold 3.8% (8.0% of peak 47%)","","","",""
"1co","14","17","2","μὲν",1,0,"certainly",1,0,"μὲν = certainly",0.7936507936507936,"μὲν","μέν","G33030",126,26.190476190476193,"For μὲν - Specific alignment ""μὲν = certainly"" used infrequently: 0.8% out of 126 total alignments, threshold 2.1% (8.0% of peak 26%)","","","",""
"1co","14","17","4","καλῶς",1,0,"well enough",2,0,"καλῶς = well enough",2.857142857142857,"καλῶς","καλῶς","G25730",35,54.285714285714285,"For καλῶς - Specific alignment ""καλῶς = well enough"" used infrequently: 2.9% out of 35 total alignments, threshold 4.3% (8.0% of peak 54%)","","","",""
